,Unnamed: 0,date,title,class,viewCount,commentCount,likeCount,dislikeCount,ratio,sentiment,magnitude
347,347,2013-11-19,"Joe Rogan Experience #418 - Jeremy Stephens, Eddie Bravo",1,118291,382,921,43,21.418604651162788,0.14576601671309194,41.65348189415042
348,348,2013-11-20,Joe Rogan Experience #419 - Lorenzo Hagerty (Part 2),3,30987,110,384,7,54.85714285714285,0.1907,46.2042
349,349,2013-11-28,Joe Rogan Experience #421 - Christopher Ryan,3,112677,280,991,54,18.35185185185185,0.1764044943820225,51.27782771535582
350,350,2013-12-04,Joe Rogan Experience #424 - Brody Stevens,2,155185,715,1411,116,12.163793103448276,0.15963662790697686,43.21094476744185
351,351,2013-12-20,Joe Rogan Experience #431 - Matt Fulchiron (Part 1),2,55472,141,309,22,14.045454545454545,0.15473684210526314,41.86586466165415
352,352,2013-12-31,Joe Rogan Experience #434 - Roseanne Barr,2,355729,1654,3082,352,8.755681818181818,0.15128315412186386,50.953878136200714
353,353,2014-01-07,Joe Rogan Experience #436 - Stefan Molyneux,0,180853,1817,2414,572,4.22027972027972,0.12766004415011042,67.86011773362772
354,354,2014-01-08,Joe Rogan Experience #437 - Scott Sigler,1,63421,222,569,15,37.93333333333333,0.17520618556701026,46.66623711340211
355,355,2014-01-09,Joe Rogan Experience #438 - Dr. Mark Gordon,3,188946,541,1518,86,17.651162790697676,0.15241308793456027,52.75478527607357
356,356,2014-01-15,Joe Rogan Experience #440 - Dom Irrera,2,57701,230,481,20,24.05,0.14058823529411762,39.9967156862745
357,357,2014-01-18,Joe Rogan Experience #442 - Steven Rinella,0,265995,420,1779,127,14.007874015748033,0.16739726027397275,42.32476712328766
358,358,2014-01-21,Joe Rogan Experience #443 - Neal Brennan,2,92658,315,718,48,14.958333333333336,0.1471103896103897,43.365519480519495
359,359,2014-01-23,Joe Rogan Experience #445 - Peter Schiff,5,283888,3940,3408,347,9.821325648414986,0.1306266404199476,74.63166666666653
360,360,2014-01-28,Joe Rogan Experience #446 - Andreas Antonopoulos,0,199034,848,2525,87,29.02298850574713,0.17648963730569925,46.03411917098442
361,361,2014-02-04,Joe Rogan Experience #448 - Tom Segura,2,186902,431,1325,101,13.118811881188119,0.13012531328320806,48.646616541353424
362,362,2014-02-05,Joe Rogan Experience #449 - Justin Martindale,2,61781,284,474,48,9.875,0.14973684210526308,40.81436090225563
363,363,2014-02-08,Joe Rogan Experience #450 - Cameron Hanes,0,209101,385,1727,107,16.14018691588785,0.16552325581395347,52.94148255813954
364,364,2014-02-09,Joe Rogan Experience #451 - Aubrey Marcus,0,84029,344,835,58,14.39655172413793,0.15482649842271287,46.06211356466879
365,365,2014-02-11,Joe Rogan Experience #452 - Immortal Technique & Chino XL,4,415190,1232,4448,209,21.282296650717704,0.1586944444444444,43.4043981481481
366,366,2014-02-19,Joe Rogan Experience #457 - Ari Shaffir,2,148555,421,1063,86,12.36046511627907,0.14559796437659026,43.755394402035606
367,367,2014-02-21,Joe Rogan Experience #459 - Dr. Rhonda Patrick,3,560979,1354,5862,237,24.734177215189877,0.2032461161079309,53.46553556827469
368,368,2014-02-25,Joe Rogan Experience #460 - Kron Gracie,1,744302,1096,6096,240,25.4,0.18174019607843106,41.44676470588238
369,369,2014-03-04,Joe Rogan Experience #463 - Louis Theroux,4,1527496,2392,10251,620,16.533870967741937,0.19096473029045666,46.469564315352834
370,370,2014-03-05,"Joe Rogan Experience #464 - Robert Greene, Aubrey Marcus",0,238279,720,3074,101,30.435643564356447,0.1967346938775509,46.30799058084772
371,371,2014-03-11,Joe Rogan Experience #467 - Peter Giuliano,4,91877,264,949,43,22.06976744186047,0.22648305084745765,46.337457627118646
372,372,2014-03-12,"Joe Rogan Experience #468 - Duncan Trussell, Christopher Ryan",2,377338,1043,3352,224,14.964285714285715,0.17616326530612247,54.89978571428562
373,373,2014-03-18,Joe Rogan Experience #469 - Dr. Carl Hart,3,426292,1375,4695,216,21.73611111111111,0.10648915187376712,72.74539447731753
374,374,2014-03-19,Joe Rogan Experience #470 - Amber Lyon,5,395076,1325,3703,207,17.88888888888889,0.18644257703081252,60.65739495798317
375,375,2014-03-21,Joe Rogan Experience #472 - Shane Smith,4,238016,929,1952,128,15.25,0.14154130702836007,48.090616522811295
376,376,2014-03-24,Joe Rogan Experience #473 - Jim Jefferies,2,1803457,2139,11546,1088,10.612132352941176,0.15111174785100298,44.01725501432657
377,377,2014-03-26,Joe Rogan Experience #474 - Hannibal Buress,2,466571,879,3469,186,18.650537634408604,0.15806010928961753,42.96879781420766
378,378,2014-03-27,Joe Rogan Experience #475 - Adam Carolla,2,326237,716,2495,249,10.02008032128514,0.16441025641025644,52.67806837606838
379,379,2014-03-27,Joe Rogan Experience #476 - Honey Honey,4,57917,264,509,59,8.627118644067796,0.2014644351464434,41.81807531380753
380,380,2014-03-29,Joe Rogan Experience #477 - Dennis McKenna & Josh Wickerham,3,311878,975,3249,176,18.460227272727273,0.2040860215053763,56.06491935483861
381,381,2014-03-31,Joe Rogan Experience #478 - Eddie Bravo,1,385644,932,3761,145,25.93793103448276,0.17143552311435512,40.616642335766464
382,382,2014-04-01,Joe Rogan Experience #479 - Joel Salatin,0,171825,632,2654,102,26.01960784313725,0.2079862306368331,52.339294320137704
383,383,2014-04-09,Joe Rogan Experience #482 - Rob MacCachren & Bud Brutsman,1,42706,110,293,39,7.512820512820514,0.15363636363636365,46.51372727272728
384,384,2014-04-10,Joe Rogan Experience #483 - Mark Kendall,4,41265,159,311,34,9.147058823529411,0.2215384615384615,41.16195804195802
385,385,2014-04-12,Joe Rogan Experience #484 - Alexis Ohanian,0,89588,281,815,47,17.340425531914892,0.15345098039215696,43.12941176470585
386,386,2014-04-15,Joe Rogan Experience #485 - Amy Schumer,2,1084143,2746,4515,5142,0.8780630105017503,0.12850600266785198,56.04359270787008
387,387,2014-04-16,Joe Rogan Experience #486 - Brendan Schaub & Bryan Callen,2,312771,792,2159,135,15.992592592592592,0.1440625000000001,45.1333096590909
388,388,2014-04-17,Joe Rogan Experience #487 - David Seaman,1,74359,323,513,57,9.0,0.13184115523465711,52.05638989169672
389,389,2014-04-22,Joe Rogan Experience #488 - Iliza Shlesinger,2,505663,1272,3282,594,5.525252525252526,0.17702202643171802,54.92431718061663
390,390,2014-04-22,Joe Rogan Experience #489 - Liam & Dylan Resnekov,1,49959,177,414,55,7.527272727272727,0.16335403726708075,42.45664596273291
391,391,2014-04-23,Joe Rogan Experience #490 - Andreas Antonopoulos,0,114011,417,1122,54,20.777777777777786,0.18289062500000008,44.87817708333332
392,392,2014-04-29,Joe Rogan Experience #491 - Steve Maxwell,1,133560,488,1158,54,21.444444444444443,0.2007299270072992,45.51872262773725
393,393,2014-04-30,Joe Rogan Experience #492 - Dave Attell,2,425321,605,2541,194,13.097938144329893,0.17553505535055342,45.14630996309968
394,394,2014-05-07,Joe Rogan Experience #496 - Nick Cutter,4,51031,213,428,34,12.588235294117649,0.1745128205128206,51.62302564102567
395,395,2014-05-08,Joe Rogan Experience #497 - Tim Kennedy,1,710590,1423,6363,402,15.828358208955224,0.12371291866028715,49.00594258373204
396,396,2014-05-12,Joe Rogan Experience #498 - Aubrey Marcus,0,150844,464,1709,100,17.09,0.22613259668508304,47.93196132596687
397,397,2014-05-13,Joe Rogan Experience #499 - Cenk Uygur,5,612653,5030,7278,3900,1.866153846153846,0.1277257853403146,53.678612565444915
398,398,2014-05-14,Joe Rogan Experience #500 - Doug Stanhope & Tom Rhodes,2,388509,746,2116,179,11.821229050279332,0.15932367149758475,39.5075362318841
399,399,2014-05-16,Joe Rogan Experience #501 - Randall Carlson,3,1267839,2789,15045,714,21.071428571428573,0.20164716471647195,55.24914041404149
400,400,2014-05-17,Joe Rogan Experience #502 - Dr. Rhonda Patrick,3,464789,835,3946,203,19.4384236453202,0.18907734056987804,51.83196743554954
401,401,2014-05-21,Joe Rogan Experience #503 - Sam Tripoli,2,125166,381,864,138,6.2608695652173925,0.10629310344827587,45.45393678160922
402,402,2014-05-22,Joe Rogan Experience #504 - Steve Maxwell,1,154593,315,997,68,14.661764705882351,0.16465863453815255,51.851285140562226
403,403,2014-05-28,Joe Rogan Experience #505 - Matt Farah & Alex Ross,0,205240,211,927,85,10.905882352941177,0.18184615384615385,42.99702564102566
404,404,2014-05-27,Joe Rogan Experience #506 - Moshe Kasher,2,186953,599,1487,177,8.401129943502825,0.11184381778741866,54.94509761388289
405,405,2014-05-29,Joe Rogan Experience #507 - Bert Kreischer,2,194010,345,1384,118,11.728813559322035,0.14056603773584905,48.26333333333336
406,406,2014-06-02,Joe Rogan Experience #508 - TJ Dillashaw & Duane Ludwig,1,303211,593,2069,146,14.17123287671233,0.130078431372549,40.65078431372547
407,407,2014-06-03,Joe Rogan Experience #509 - Steve Hilton,5,116699,516,727,102,7.127450980392156,0.13640243902439014,61.47570121951219
408,408,2014-06-11,Joe Rogan Experience #510 - Tony Hinchcliffe,2,84466,234,605,54,11.203703703703704,0.16676470588235293,49.22308823529414
409,409,2014-06-12,Joe Rogan Experience #511 - Enson Inoue,1,226355,362,1936,79,24.50632911392405,0.18027777777777784,46.44750000000001
410,410,2014-06-16,Joe Rogan Experience #512 - Dan Savage,0,159889,921,1203,434,2.7718894009216597,0.12467202141900925,61.557938420347995
411,411,2014-06-18,"Joe Rogan Experience #513 - Joey ""CoCo"" Diaz",2,711141,972,5091,406,12.539408866995075,0.1710135135135135,40.72286486486487
412,412,2014-06-20,Joe Rogan Experience #514 - Duke Roufus,1,199810,369,1552,81,19.160493827160494,0.16601910828025473,38.55805732484075
413,413,2014-06-27,Joe Rogan Experience #515 - Ari Shaffir,2,201175,445,1443,114,12.657894736842106,0.13860962566844914,46.14641711229946
414,414,2014-06-27,Joe Rogan Experience #515 - Ari Shaffir (Part 2),2,74934,115,694,33,21.03030303030303,0.13518867924528308,46.62962264150946
415,415,2014-06-27,"Joe Rogan Experience #516 - Lewis, from Unbox Therapy",0,83417,310,867,56,15.482142857142858,0.17991836734693878,46.682816326530606
416,416,2014-07-01,"Joe Rogan Experience #517 - Crash, from Float Lab",0,130572,467,884,74,11.945945945945946,0.14164037854889588,53.78977917981074
417,417,2014-07-01,"Joe Rogan Experience #517 - Crash, from Float Lab (Part 2)",0,31131,97,292,8,36.5,0.07749999999999999,49.50500000000001
418,418,2014-07-02,Joe Rogan Experience #518 - Matt Fulchiron,2,80355,194,473,45,10.511111111111113,0.11421875,42.801249999999975
419,419,2014-07-08,Joe Rogan Experience #519 - Gad Saad,3,321561,1217,4033,199,20.266331658291453,0.19064441887226685,57.47120828538553
420,420,2014-07-08,Joe Rogan Experience #520 - David Seaman,1,79633,417,588,80,7.35,0.12806666666666666,49.24460000000001
421,421,2014-07-16,"Joe Rogan Experience #521 - Lewis, from Unbox Therapy",0,61378,190,568,54,10.518518518518519,0.1905555555555556,44.211777777777776
422,422,2014-07-17,Joe Rogan Experience #522 - CJ Werleman,5,104596,781,936,511,1.831702544031311,0.1076294820717131,71.44428286852586
423,423,2014-07-18,Joe Rogan Experience #523 - Jim Norton,2,222335,718,1807,128,14.1171875,0.12976495726495735,55.21626068376071
424,424,2014-07-22,Joe Rogan Experience #524 - Rickson Gracie & Eddie Bravo,1,1065926,1732,10510,287,36.62020905923345,0.19571428571428595,41.2585134155185
425,425,2014-07-22,Joe Rogan Experience #525 - Bert Kreischer,2,175768,332,1260,87,14.482758620689655,0.15087412587412588,45.78982517482521
426,426,2014-07-23,Joe Rogan Experience #526 - Isaac Haxton,1,219975,669,1884,100,18.84,0.17448096885813155,45.36416955017297
427,427,2014-07-30,Joe Rogan Experience #527 - Ms. Pat,2,311534,1033,3963,196,20.219387755102037,0.20473995271867587,47.18604018912525
428,428,2014-07-31,"Joe Rogan Experience #528 - Michael Stevens, from VSauce",3,1555942,5023,25747,824,31.246359223300967,0.17871639430680006,44.32887717448602
429,429,2014-08-03,Joe Rogan Experience #529 - Abby Martin,5,507532,3123,5350,888,6.024774774774777,0.1326982591876211,60.60157156673114
430,430,2014-08-04,"Joe Rogan Experience #530 - Vince & Emily Horn, from Buddhist Geeks",0,64961,473,528,283,1.8657243816254416,0.15216836734693878,59.23844387755099
431,431,2014-08-06,Joe Rogan Experience #531 - Nick Youssef,2,80153,307,558,48,11.625,0.15267175572519084,46.4770610687023
432,432,2014-08-07,Joe Rogan Experience #532 - Shooter Jennings,4,181646,618,1407,111,12.675675675675675,0.18391203703703707,46.0562962962963
433,433,2014-08-11,Joe Rogan Experience #533 - Chris D'Elia,2,646134,965,4622,322,14.354037267080743,0.1749826589595377,38.41358381502889
434,434,2014-08-14,Joe Rogan Experience #534 - Robin Black,1,156604,510,1443,69,20.91304347826087,0.19345013477088951,44.704609164420454
435,435,2014-08-14,Joe Rogan Experience #535 - Scroobius Pip,4,144907,534,1178,79,14.911392405063289,0.1767948717948719,43.812051282051286
436,436,2014-08-18,Joe Rogan Experience #536 - Joe Quirk,2,100191,578,804,194,4.144329896907217,0.18379668049792536,61.394149377593365
437,437,2014-08-22,Joe Rogan Experience #537 - Rich Vos,2,81548,221,554,56,9.892857142857142,0.1644221105527638,43.74793969849245
438,438,2014-08-21,Joe Rogan Experience #538 - Stefan Molyneux,5,203827,2587,2704,683,3.95900439238653,0.10606410256410263,65.53057051282053
439,439,2014-08-25,Joe Rogan Experience #539 - Cara Santa Maria,3,157992,725,1507,262,5.751908396946565,0.1469636363636363,56.60021818181821
440,440,2014-08-27,Joe Rogan Experience #540 - Steven Rinella,0,306690,366,2157,165,13.072727272727272,0.1728228228228229,43.014414414414425
441,441,2014-08-27,Joe Rogan Experience #541 - Mike Baker,0,199040,1031,1462,439,3.3302961275626424,0.12569544364508395,55.30075539568338
442,442,2014-08-29,Joe Rogan Experience #542 - Greg Fitzsimmons,2,139558,327,1096,69,15.884057971014492,0.16442105263157894,39.221052631578985
443,443,2014-09-03,Joe Rogan Experience #543 - Sam Harris,3,695304,2343,6672,446,14.959641255605385,0.18345875542691745,66.7969536903038
444,444,2014-09-04,Joe Rogan Experience #544 - Dom Irrera,2,81497,202,572,40,14.3,0.17252941176470585,39.89352941176474
445,445,2014-09-04,Joe Rogan Experience #545 - Tony Hinchcliffe,2,148426,518,1019,100,10.19,0.17118518518518513,48.141753086419754
446,446,2014-09-09,Joe Rogan Experience #546 - Mike Dolce,1,285325,606,1871,170,11.005882352941176,0.1379209979209977,51.61567567567578
447,447,2014-09-10,Joe Rogan Experience #547 - Joe DeRosa,2,79317,662,646,569,1.1353251318101931,0.09899280575539572,54.29568345323741
448,448,2014-09-11,Joe Rogan Experience #548 - Tim Burnett,2,79883,378,399,120,3.325,0.14436440677966095,53.90406779661017
449,449,2014-09-16,Joe Rogan Experience #549 - Big Jay Oakerson,2,133798,342,943,72,13.097222222222221,0.12565693430656946,52.45408759124089
450,450,2014-09-17,Joe Rogan Experience #550 - Rupert Sheldrake,3,285251,1413,3648,265,13.766037735849054,0.17624458874458845,62.19606060606063
451,451,2014-09-19,Joe Rogan Experience #551 - Graham Hancock,3,883779,1860,8766,513,17.087719298245613,0.19366495507060327,49.077336328626394
452,452,2014-09-23,Joe Rogan Experience #552 - Kid Cudi,4,1367390,2685,18575,534,34.78464419475655,0.1885813837730211,37.866316575410586
453,453,2014-09-24,Joe Rogan Experience #553 - Thaddeus Russell,3,157822,802,1687,235,7.178723404255319,0.16358044164037855,64.13752365930597
454,454,2014-09-25,Joe Rogan Experience #554 - W. Kamau Bell,2,112076,467,852,168,5.071428571428571,0.15809523809523804,58.33101190476186
455,455,2014-09-29,Joe Rogan Experience #555 - Rory Albanese,2,88062,344,700,31,22.580645161290327,0.15389830508474567,52.27830508474579
456,456,2014-10-01,Joe Rogan Experience #556 - Bryan Callen,2,229438,565,1368,121,11.305785123966944,0.1405665024630541,48.25423645320201
457,457,2014-10-08,Joe Rogan Experience #557 - Bryan Callen,2,194442,758,1329,127,10.464566929133856,0.13419354838709688,55.13935483870967
458,458,2014-10-10,Joe Rogan Experience #558 - Honey Honey,4,84196,308,823,99,8.313131313131311,0.20664150943396234,40.43237735849057
459,459,2014-10-10,Joe Rogan Experience #559 - Keith Weber,1,89880,260,755,43,17.558139534883722,0.15074074074074073,53.09425925925925
460,460,2014-10-13,Joe Rogan Experience #560 - Anthony Cumia,2,412374,1189,3623,304,11.917763157894735,0.14496575342465742,47.798926940639255
461,461,2014-10-14,Joe Rogan Experience #561 - Bruce Damer,3,176417,611,1524,104,14.653846153846152,0.18901467505241107,63.19480083857443
462,462,2014-10-15,Joe Rogan Experience #562 - Paul Stanley,4,567314,3242,5353,533,10.043151969981238,0.18690243902439016,64.25683333333343
463,463,2014-10-17,Joe Rogan Experience #563 - David Choe,4,385084,918,3855,171,22.543859649122812,0.1867535853976532,46.13704041720994
464,464,2014-10-21,Joe Rogan Experience #564 - Sturgill Simpson,4,280936,628,1959,124,15.798387096774194,0.20387159533073945,56.94589494163426
465,465,2014-10-23,Joe Rogan Experience #565 - Trevor Valle,3,134634,320,1390,100,13.9,0.16972868217054254,53.60379844961246
466,466,2014-10-23,Joe Rogan Experience #566 - Sue Aikens,0,358752,1365,4876,183,26.6448087431694,0.1838127659574469,51.175208510638285
467,467,2014-10-24,Joe Rogan Experience #567 - Cameron Hanes,0,201942,562,1536,148,10.37837837837838,0.15310924369747894,62.61235294117643
468,468,2014-10-28,Joe Rogan Experience #568 - Dr. Rhonda Patrick,3,332775,818,3213,123,26.121951219512194,0.2132840236686392,53.57467455621299
469,469,2014-10-29,Joe Rogan Experience #569 - Joe Perry,4,246797,700,1869,134,13.947761194029852,0.1764653641207816,44.75996447602129
470,470,2014-10-30,Joe Rogan Experience #570 - Ryan Parsons,1,102282,182,562,61,9.21311475409836,0.16398809523809527,38.333095238095225
471,471,2014-11-11,Joe Rogan Experience #571 - Josh Zepps,5,79341,307,722,90,8.022222222222222,0.12625984251968506,56.991811023622034
472,472,2014-11-11,Joe Rogan Experience #572 - Dom Irrera,2,60886,184,430,24,17.916666666666668,0.17385185185185187,42.75037037037036
473,473,2014-11-12,Joe Rogan Experience #573 - Daniele Bolelli,0,79933,467,835,42,19.88095238095238,0.1765202702702702,58.01949324324325
474,474,2014-11-13,"Joe Rogan Experience #574 - Dr. Mark Gordon, Matthew Gosney & Jason Hall",3,114390,251,1024,49,20.897959183673468,0.15859728506787335,60.16610859728505
475,475,2014-11-14,Joe Rogan Experience #575 - Matt Fulchiron,2,86051,283,614,47,13.063829787234043,0.15898734177215196,54.619409282700424
476,476,2014-11-18,Joe Rogan Experience #576 - Jim Shockey,4,303928,661,2172,195,11.138461538461538,0.1796390658174099,63.375859872611464
477,477,2014-11-19,Joe Rogan Experience #577 - Duncan Trussell,2,502890,1486,4790,305,15.704918032786884,0.18898642533936624,45.64774660633479
478,478,2014-11-22,Joe Rogan Experience #578 - Peter McGraw,3,94380,330,483,73,6.616438356164384,0.15337209302325586,58.461899224806174
479,479,2014-11-26,Joe Rogan Experience #579 - Rory MacDonald,1,518113,1164,4237,155,27.335483870967746,0.16884916201117345,42.56621229050275
480,480,2014-11-27,"Joe Rogan Experience #580 - Lewis, from Unbox Therapy",0,100687,481,900,120,7.5,0.15297577854671288,61.10401384083045
481,481,2014-12-02,Joe Rogan Experience #581 - Andreas Antonopoulos,0,142799,762,1545,58,26.63793103448276,0.19054054054054054,52.04085239085239
482,482,2014-12-03,Joe Rogan Experience #582 - David Seaman,1,102073,442,656,119,5.512605042016807,0.1237078651685394,53.441910112359544
483,483,2014-12-04,Joe Rogan Experience #583 - Bill Burr,2,1539566,2042,10513,634,16.582018927444793,0.16672805402087185,43.2958809085328
484,484,2014-12-09,Joe Rogan Experience #584 - Zoltan Istvan,5,172950,756,1547,176,8.789772727272727,0.1617241379310345,64.34750410509028
485,485,2014-12-10,Joe Rogan Experience #585 - John Heffron,2,103098,278,533,47,11.340425531914894,0.14484536082474234,55.19278350515466
486,486,2014-12-12,"Joe Rogan Experience #586 - Kill Tony Cast - Tony Hinchcliffe, Sara Weinshenk & Kimberly Congdon",2,125717,300,726,97,7.484536082474227,0.13681992337164744,44.3805363984674
487,487,2014-12-18,Joe Rogan Experience #587 - Ron Finley,0,82956,718,1191,77,15.467532467532468,0.17881927710843373,56.80869879518073
488,488,2014-12-19,Joe Rogan Experience #588 - Philip DeFranco,2,262342,880,4430,200,22.15,0.16117154811715478,50.07291492329149
489,489,2014-12-19,Joe Rogan Experience #589 - Chris Harris,4,448964,1036,6741,121,55.710743801652896,0.2209714285714285,42.27625142857142
490,490,2014-12-20,Joe Rogan Experience #590 - Ana Kasparian,3,464412,2980,4281,3439,1.2448386158767084,0.1044426494345721,53.87454496499721
491,491,2014-12-23,Joe Rogan Experience #591 - Kevin Pereira,4,162455,605,1354,123,11.008130081300811,0.1312354312354311,54.67529137529145
492,492,2014-12-24,Joe Rogan Experience #592 - Bert Kreischer,2,247240,550,2036,117,17.4017094017094,0.1782900432900433,42.98274891774891
493,493,2014-12-30,Joe Rogan Experience #593 - Josh Fox,5,78152,642,745,234,3.1837606837606836,0.11216624685138538,66.18380352644836
494,494,2014-12-31,Joe Rogan Experience #594 - Russell Peters,2,276110,589,1757,95,18.49473684210526,0.1588636363636364,41.925227272727255
495,495,2015-01-07,Joe Rogan Experience #595 - Nick DiPaolo,2,215020,720,1873,128,14.6328125,0.1719750519750518,48.85723492723493
496,496,2015-01-08,Joe Rogan Experience #596 - Brian Stann,1,352106,1556,3441,154,22.344155844155846,0.19929092805005216,46.27157455682995
497,497,2015-01-11,Joe Rogan Experience #597 - Magnus Walker & Alex Ross,4,107617,472,1064,296,3.5945945945945947,0.19217983651226148,46.856430517711146
498,498,2015-01-13,"Joe Rogan Experience #598 - Joey ""CoCo"" Diaz",2,1095837,1412,7187,531,13.534839924670429,0.16809355692850836,39.356849073256825
499,499,2015-01-14,Joe Rogan Experience #599 - Shane Smith,4,408507,1527,4253,243,17.502057613168724,0.18193903471634204,50.706477561388645
500,500,2015-01-14,Joe Rogan Experience #600 - Ari Shaffir,2,230999,815,1968,133,14.796992481203008,0.16850799289520424,37.21532859680285
501,501,2015-01-15,Joe Rogan Experience #601 - Katy Bowman,0,199537,1042,1662,196,8.479591836734691,0.17487179487179494,63.713670715249656
502,502,2015-01-21,Joe Rogan Experience #602 - Ari Shaffir & Duncan Trussell,2,920891,2141,7415,698,10.623209169054439,0.15860041987403747,48.44440867739671
503,503,2015-01-27,Joe Rogan Experience #603 - Justin Wren,1,117362,548,1235,46,26.847826086956523,0.17057692307692313,53.732038461538465
504,504,2015-01-27,Joe Rogan Experience #604 - Eddie Huang & Randall Park,2,271323,663,2524,115,21.94782608695652,0.16639658848614064,46.523262260127964
505,505,2015-01-29,Joe Rogan Experience #605 - Barry Rothbart,2,108815,542,768,43,17.86046511627907,0.10473354231974916,51.59495297805642
506,506,2015-02-03,Joe Rogan Experience #606 - Randall Carlson,3,2834270,5319,26210,1584,16.546717171717173,0.1904828462515892,54.10313850063545
507,507,2015-02-04,Joe Rogan Experience #607 - Joe Schilling,1,220049,616,1670,88,18.977272727272727,0.1370100502512563,46.23809045226128
508,508,2015-02-05,Joe Rogan Experience #608 - Ali Rizvi,5,182624,875,2065,285,7.245614035087719,0.12504173622704495,67.8820200333889
509,509,2015-02-05,Joe Rogan Experience #609 - Tom Papa,2,133761,335,1026,46,22.30434782608696,0.20186770428015546,46.73066147859925
510,510,2015-02-10,Joe Rogan Experience #610 - Brian Cox,4,2368600,5632,23204,1276,18.184952978056426,0.19699947726084704,51.544670674333545
511,511,2015-02-11,Joe Rogan Experience #611 - Josh McDermitt,2,167894,544,1382,72,19.194444444444443,0.16088435374149654,47.04732426303851
512,512,2015-02-12,Joe Rogan Experience #612 - Billy Corben,4,178374,1033,1662,438,3.7945205479452055,0.14294252873563212,56.94535632183898
513,513,2015-02-17,Joe Rogan Experience #613 - Ms. Pat,2,270420,1133,3491,291,11.996563573883162,0.18057385759829964,48.497162592986186
514,514,2015-02-19,"Joe Rogan Experience #614 - Christopher Ryan, PhD",3,256304,664,2125,109,19.495412844036696,0.17728395061728394,48.09802469135805
515,515,2015-02-20,Joe Rogan Experience #615 - Greg Fitzsimmons,2,173230,632,1314,107,12.280373831775705,0.17156914893617006,45.07771276595747
516,516,2015-02-24,Joe Rogan Experience #616 - John Wayne Parr,1,233569,1159,2564,88,29.13636363636364,0.18492682926829274,50.759544715447156
517,517,2015-02-26,Joe Rogan Experience #617 - Brian Regan,2,264153,511,1834,112,16.375,0.2472157772621809,51.55979118329462
518,518,2015-02-26,Joe Rogan Experience #618 - Artie Lange,2,993124,2770,6293,546,11.525641025641027,0.1388772097467749,48.93375537505972
519,519,2015-03-04,Joe Rogan Experience #619 - Bryan Callen & Brendan Schaub,2,559970,1172,4583,271,16.911439114391147,0.13489117983963336,43.214490263459304
520,520,2015-03-05,Joe Rogan Experience #620 - Bert Kreischer,2,1095395,1056,4501,708,6.3573446327683625,0.13553293413173662,47.3950778443114
521,521,2015-03-08,Joe Rogan Experience #621 - Aubrey Marcus,0,188752,673,1566,225,6.96,0.14643181818181822,50.95440909090911
522,522,2015-03-10,Joe Rogan Experience #622 - Adam Carolla,2,727096,1647,5501,850,6.471764705882353,0.1505684007707128,63.170260115606915
523,523,2015-03-10,Joe Rogan Experience #623 - Ari Shaffir,2,328898,624,2366,217,10.903225806451614,0.14861904761904748,43.453095238095216
524,524,2015-03-11,Joe Rogan Experience #624 - Tom Segura,2,528321,586,3553,321,11.06853582554517,0.122,46.424534653465365
525,525,2015-03-17,Joe Rogan Experience #625 - Steve Maxwell,1,162654,330,1317,66,19.954545454545453,0.18625482625482626,46.98795366795365
526,526,2015-03-18,Joe Rogan Experience #626 - Trevor Moore,2,375249,1102,4898,190,25.77894736842105,0.16841624365482233,46.02864974619293
527,527,2015-03-19,Joe Rogan Experience #627 - Joey Diaz,2,897950,1522,7149,370,19.32162162162162,0.16773006134969345,39.97392638036808
528,528,2015-03-22,Joe Rogan Experience #628 - Garry Tonon & Eddie Bravo,1,592540,709,3761,214,17.574766355140188,0.15923588039867112,36.781046511627935
529,529,2015-03-25,"Joe Rogan Experience #629 - Andrew Hill, PhD",3,590177,1604,5076,358,14.178770949720668,0.15209205020920474,61.745949790794924
530,530,2015-03-25,Joe Rogan Experience #630 - Duncan Trussell,2,703670,1356,5594,457,12.24070021881838,0.19838650865998173,50.49835004557885
531,531,2015-03-28,Joe Rogan Experience #631 - Josh Barnett,1,321335,643,2228,163,13.668711656441715,0.1636831683168318,40.589742574257436
532,532,2015-04-03,Joe Rogan Experience #632 - Les Stroud,4,996769,2751,6689,1763,3.7941009642654566,0.1334812880765885,51.13916449086154
533,533,2015-04-14,Joe Rogan Experience #633 - Alex Winter,4,213237,573,2524,80,31.55,0.1851767151767151,48.1065280665281
534,534,2015-04-16,Joe Rogan Experience #634 - Abby Martin,5,461852,2619,4878,933,5.228295819935691,0.1347753113156469,60.178456957227965
535,535,2015-04-16,Joe Rogan Experience #635 - Jim Norton,2,367095,632,2643,182,14.521978021978025,0.1845315487571702,44.99546845124283
536,536,2015-04-21,Joe Rogan Experience #636 - Bryan Callen,2,271461,813,2131,178,11.97191011235955,0.16685546875000026,44.02517578125001
537,537,2015-04-23,Joe Rogan Experience #637 - Remi Warren,0,193152,348,1431,108,13.25,0.1842857142857142,55.66995535714282
538,538,2015-04-23,Joe Rogan Experience #638 - Aubrey de Grey,3,188948,1030,3013,98,30.744897959183675,0.1815850144092219,63.498659942363034
539,539,2015-04-28,Joe Rogan Experience #639 - Greg Proops,2,159617,433,1439,78,18.44871794871795,0.17765840220385673,40.858181818181826
540,540,2015-04-29,Joe Rogan Experience #640 - Charles C. Johnson,5,163498,1360,1933,1421,1.3603096410978184,0.165941591137966,68.06148036253772
