date,Unnamed: 0,commentCount,date,dislikeCount,likeCount,title,viewCount,ratio,class,sentiment,magnitude
2013-09-27,332,320,2013-09-27,48,500,Joe Rogan Experience #398 - Sam Tripoli,59885,10.416666666666666,2,0.13924999999999996,38.41818749999996
2013-10-01,333,1046,2013-10-01,191,1568,Joe Rogan Experience #399 - Buck Angel,157095,8.209424083769633,0,0.14665318503538904,48.059514661274015
2013-10-05,334,2058,2013-10-05,448,7047,"Joe Rogan Experience #400 - Joey ""CoCo"" Diaz, Duncan Trussell",874638,15.729910714285714,2,0.15601524224278754,38.054681545998854
2013-10-16,335,608,2013-10-16,81,2396,"Joe Rogan Experience #405 - Steven Pressfield, Aubrey Marcus",199616,29.580246913580247,0,0.20551894563426687,42.1359802306425
2013-10-22,336,555,2013-10-22,116,1507,"Joe Rogan Experience #406 - Tom Segura, Christina Pazsitzky",208170,12.991379310344827,2,0.15745794392523355,47.46949532710279
2013-10-23,337,600,2013-10-23,80,1375,Joe Rogan Experience #407 - Eddie Bravo,149381,17.1875,2,0.1649999999999999,38.794410714285725
2013-10-29,338,368,2013-10-29,48,836,Joe Rogan Experience #408 - Todd Glass,98190,17.416666666666668,2,0.1709863013698632,39.18986301369863
2013-10-31,339,2292,2013-10-31,722,4340,Joe Rogan Experience #410 - Sam Harris,447489,6.011080332409972,3,0.13601457399103148,70.07599215246638
2013-11-05,340,589,2013-11-05,137,779,Joe Rogan Experience #411 - Dave Asprey,101392,5.686131386861314,0,0.12967557251908385,57.49404580152671
2013-11-05,341,596,2013-11-05,77,2698,Joe Rogan Experience #412 - Maynard James Keenan,250460,35.03896103896104,0,0.1658192090395479,43.15246704331447
2013-11-09,342,476,2013-11-09,134,2380,"Joe Rogan Experience #413 - Dan Carlin, Daniele Bolelli",295545,17.761194029850746,1,0.16779279279279277,46.65894144144144
2013-11-11,343,2270,2013-11-11,359,12509,Joe Rogan Experience #414 - Cmdr. Chris Hadfield,810391,34.844011142061284,1,0.19873868436934214,51.44348219674112
2013-11-12,344,745,2013-11-12,250,495,Joe Rogan Experience #415 - Justin Foster,101764,1.98,0,0.11056379821958448,54.2506231454006
2013-11-13,345,1732,2013-11-13,1018,2940,Joe Rogan Experience #416 - Ana Kasparian,296150,2.8880157170923377,3,0.15104091888011462,57.10156496769564
2013-11-14,346,1678,2013-11-14,370,6759,Joe Rogan Experience #417 - Graham Hancock,671735,18.267567567567568,0,0.18412795125666417,48.018705255140894
2013-11-19,347,382,2013-11-19,43,921,"Joe Rogan Experience #418 - Jeremy Stephens, Eddie Bravo",118291,21.41860465116279,1,0.145766016713092,41.65348189415042
2013-11-20,348,110,2013-11-20,7,384,Joe Rogan Experience #419 - Lorenzo Hagerty (Part 2),30987,54.857142857142854,3,0.19069999999999998,46.2042
2013-11-28,349,280,2013-11-28,54,991,Joe Rogan Experience #421 - Christopher Ryan,112677,18.35185185185185,0,0.1764044943820225,51.27782771535581
2013-12-04,350,715,2013-12-04,116,1411,Joe Rogan Experience #424 - Brody Stevens,155185,12.163793103448276,2,0.15963662790697683,43.21094476744185
2013-12-20,351,141,2013-12-20,22,309,Joe Rogan Experience #431 - Matt Fulchiron (Part 1),55472,14.045454545454545,2,0.15473684210526317,41.86586466165415
2013-12-31,352,1654,2013-12-31,352,3082,Joe Rogan Experience #434 - Roseanne Barr,355729,8.755681818181818,2,0.15128315412186386,50.95387813620071
2014-01-07,353,1817,2014-01-07,572,2414,Joe Rogan Experience #436 - Stefan Molyneux,180853,4.22027972027972,0,0.12766004415011042,67.86011773362772
2014-01-08,354,222,2014-01-08,15,569,Joe Rogan Experience #437 - Scott Sigler,63421,37.93333333333333,1,0.17520618556701026,46.66623711340211
2014-01-09,355,541,2014-01-09,86,1518,Joe Rogan Experience #438 - Dr. Mark Gordon,188946,17.651162790697676,3,0.15241308793456027,52.75478527607357
2014-01-15,356,230,2014-01-15,20,481,Joe Rogan Experience #440 - Dom Irrera,57701,24.05,2,0.14058823529411762,39.9967156862745
2014-01-18,357,420,2014-01-18,127,1779,Joe Rogan Experience #442 - Steven Rinella,265995,14.007874015748031,0,0.16739726027397275,42.32476712328766
2014-01-21,358,315,2014-01-21,48,718,Joe Rogan Experience #443 - Neal Brennan,92658,14.958333333333334,2,0.1471103896103897,43.365519480519495
2014-01-23,359,3940,2014-01-23,347,3408,Joe Rogan Experience #445 - Peter Schiff,283888,9.821325648414986,0,0.1306266404199476,74.63166666666653
2014-01-28,360,848,2014-01-28,87,2525,Joe Rogan Experience #446 - Andreas Antonopoulos,199034,29.022988505747126,3,0.17648963730569925,46.034119170984425
2014-02-04,361,431,2014-02-04,101,1325,Joe Rogan Experience #448 - Tom Segura,186902,13.118811881188119,2,0.13012531328320803,48.64661654135343
2014-02-05,362,284,2014-02-05,48,474,Joe Rogan Experience #449 - Justin Martindale,61781,9.875,2,0.14973684210526308,40.81436090225563
2014-02-08,363,385,2014-02-08,107,1727,Joe Rogan Experience #450 - Cameron Hanes,209101,16.14018691588785,0,0.16552325581395347,52.94148255813954
2014-02-09,364,344,2014-02-09,58,835,Joe Rogan Experience #451 - Aubrey Marcus,84029,14.39655172413793,0,0.15482649842271287,46.062113564668785
2014-02-11,365,1232,2014-02-11,209,4448,Joe Rogan Experience #452 - Immortal Technique & Chino XL,415190,21.282296650717704,0,0.1586944444444444,43.40439814814811
2014-02-19,366,421,2014-02-19,86,1063,Joe Rogan Experience #457 - Ari Shaffir,148555,12.36046511627907,2,0.14559796437659023,43.75539440203561
2014-02-21,367,1354,2014-02-21,237,5862,Joe Rogan Experience #459 - Dr. Rhonda Patrick,560979,24.734177215189874,3,0.2032461161079309,53.46553556827469
2014-02-25,368,1096,2014-02-25,240,6096,Joe Rogan Experience #460 - Kron Gracie,744302,25.4,1,0.18174019607843103,41.44676470588238
2014-03-04,369,2392,2014-03-04,620,10251,Joe Rogan Experience #463 - Louis Theroux,1527496,16.533870967741937,3,0.19096473029045666,46.46956431535283
2014-03-05,370,720,2014-03-05,101,3074,"Joe Rogan Experience #464 - Robert Greene, Aubrey Marcus",238279,30.435643564356436,0,0.1967346938775509,46.307990580847715
2014-03-11,371,264,2014-03-11,43,949,Joe Rogan Experience #467 - Peter Giuliano,91877,22.069767441860463,0,0.22648305084745765,46.33745762711865
2014-03-12,372,1043,2014-03-12,224,3352,"Joe Rogan Experience #468 - Duncan Trussell, Christopher Ryan",377338,14.964285714285714,2,0.17616326530612247,54.89978571428562
2014-03-18,373,1375,2014-03-18,216,4695,Joe Rogan Experience #469 - Dr. Carl Hart,426292,21.73611111111111,3,0.10648915187376712,72.74539447731753
2014-03-19,374,1325,2014-03-19,207,3703,Joe Rogan Experience #470 - Amber Lyon,395076,17.88888888888889,0,0.18644257703081257,60.65739495798317
2014-03-21,375,929,2014-03-21,128,1952,Joe Rogan Experience #472 - Shane Smith,238016,15.25,0,0.14154130702836007,48.090616522811295
2014-03-24,376,2139,2014-03-24,1088,11546,Joe Rogan Experience #473 - Jim Jefferies,1803457,10.612132352941176,2,0.15111174785100298,44.01725501432657
2014-03-26,377,879,2014-03-26,186,3469,Joe Rogan Experience #474 - Hannibal Buress,466571,18.650537634408604,2,0.15806010928961753,42.96879781420766
2014-03-27,378,716,2014-03-27,249,2495,Joe Rogan Experience #475 - Adam Carolla,326237,10.02008032128514,2,0.16441025641025644,52.67806837606838
2014-03-27,379,264,2014-03-27,59,509,Joe Rogan Experience #476 - Honey Honey,57917,8.627118644067796,0,0.2014644351464434,41.818075313807526
2014-03-29,380,975,2014-03-29,176,3249,Joe Rogan Experience #477 - Dennis McKenna & Josh Wickerham,311878,18.460227272727273,0,0.2040860215053763,56.06491935483861
2014-03-31,381,932,2014-03-31,145,3761,Joe Rogan Experience #478 - Eddie Bravo,385644,25.93793103448276,2,0.17143552311435512,40.61664233576645
2014-04-01,382,632,2014-04-01,102,2654,Joe Rogan Experience #479 - Joel Salatin,171825,26.019607843137255,0,0.2079862306368331,52.3392943201377
2014-04-09,383,110,2014-04-09,39,293,Joe Rogan Experience #482 - Rob MacCachren & Bud Brutsman,42706,7.512820512820513,0,0.15363636363636363,46.51372727272728
2014-04-10,384,159,2014-04-10,34,311,Joe Rogan Experience #483 - Mark Kendall,41265,9.147058823529411,0,0.2215384615384615,41.16195804195802
2014-04-12,385,281,2014-04-12,47,815,Joe Rogan Experience #484 - Alexis Ohanian,89588,17.340425531914892,0,0.15345098039215696,43.129411764705864
2014-04-15,386,2746,2014-04-15,5142,4515,Joe Rogan Experience #485 - Amy Schumer,1084143,0.8780630105017503,2,0.12850600266785198,56.04359270787007
2014-04-16,387,792,2014-04-16,135,2159,Joe Rogan Experience #486 - Brendan Schaub & Bryan Callen,312771,15.992592592592592,2,0.1440625000000001,45.133309659090905
2014-04-17,388,323,2014-04-17,57,513,Joe Rogan Experience #487 - David Seaman,74359,9.0,1,0.13184115523465711,52.05638989169672
2014-04-22,389,1272,2014-04-22,594,3282,Joe Rogan Experience #488 - Iliza Shlesinger,505663,5.525252525252525,2,0.177022026431718,54.92431718061663
2014-04-22,390,177,2014-04-22,55,414,Joe Rogan Experience #489 - Liam & Dylan Resnekov,49959,7.527272727272727,0,0.16335403726708075,42.456645962732914
2014-04-23,391,417,2014-04-23,54,1122,Joe Rogan Experience #490 - Andreas Antonopoulos,114011,20.77777777777778,3,0.18289062500000008,44.87817708333332
2014-04-29,392,488,2014-04-29,54,1158,Joe Rogan Experience #491 - Steve Maxwell,133560,21.444444444444443,1,0.20072992700729922,45.51872262773724
2014-04-30,393,605,2014-04-30,194,2541,Joe Rogan Experience #492 - Dave Attell,425321,13.097938144329897,2,0.17553505535055342,45.146309963099675
2014-05-07,394,213,2014-05-07,34,428,Joe Rogan Experience #496 - Nick Cutter,51031,12.588235294117647,3,0.1745128205128206,51.62302564102567
2014-05-08,395,1423,2014-05-08,402,6363,Joe Rogan Experience #497 - Tim Kennedy,710590,15.828358208955224,1,0.12371291866028716,49.005942583732036
2014-05-12,396,464,2014-05-12,100,1709,Joe Rogan Experience #498 - Aubrey Marcus,150844,17.09,0,0.22613259668508306,47.93196132596686
2014-05-13,397,5030,2014-05-13,3900,7278,Joe Rogan Experience #499 - Cenk Uygur,612653,1.866153846153846,0,0.1277257853403146,53.67861256544492
2014-05-14,398,746,2014-05-14,179,2116,Joe Rogan Experience #500 - Doug Stanhope & Tom Rhodes,388509,11.82122905027933,2,0.15932367149758475,39.5075362318841
2014-05-16,399,2789,2014-05-16,714,15045,Joe Rogan Experience #501 - Randall Carlson,1267839,21.071428571428573,0,0.20164716471647193,55.249140414041484
2014-05-17,400,835,2014-05-17,203,3946,Joe Rogan Experience #502 - Dr. Rhonda Patrick,464789,19.438423645320196,3,0.18907734056987796,51.83196743554952
2014-05-21,401,381,2014-05-21,138,864,Joe Rogan Experience #503 - Sam Tripoli,125166,6.260869565217392,2,0.10629310344827587,45.453936781609215
2014-05-22,402,315,2014-05-22,68,997,Joe Rogan Experience #504 - Steve Maxwell,154593,14.661764705882353,1,0.16465863453815255,51.85128514056223
2014-05-28,403,211,2014-05-28,85,927,Joe Rogan Experience #505 - Matt Farah & Alex Ross,205240,10.905882352941177,0,0.18184615384615382,42.99702564102566
2014-05-27,404,599,2014-05-27,177,1487,Joe Rogan Experience #506 - Moshe Kasher,186953,8.401129943502825,2,0.11184381778741866,54.94509761388288
2014-05-29,405,345,2014-05-29,118,1384,Joe Rogan Experience #507 - Bert Kreischer,194010,11.728813559322035,2,0.14056603773584903,48.263333333333364
2014-06-02,406,593,2014-06-02,146,2069,Joe Rogan Experience #508 - TJ Dillashaw & Duane Ludwig,303211,14.17123287671233,1,0.130078431372549,40.65078431372547
2014-06-03,407,516,2014-06-03,102,727,Joe Rogan Experience #509 - Steve Hilton,116699,7.127450980392157,0,0.13640243902439017,61.47570121951219
2014-06-11,408,234,2014-06-11,54,605,Joe Rogan Experience #510 - Tony Hinchcliffe,84466,11.203703703703704,2,0.16676470588235293,49.223088235294135
2014-06-12,409,362,2014-06-12,79,1936,Joe Rogan Experience #511 - Enson Inoue,226355,24.50632911392405,1,0.18027777777777784,46.44750000000001
2014-06-16,410,921,2014-06-16,434,1203,Joe Rogan Experience #512 - Dan Savage,159889,2.771889400921659,3,0.12467202141900925,61.55793842034799
2014-06-18,411,972,2014-06-18,406,5091,"Joe Rogan Experience #513 - Joey ""CoCo"" Diaz",711141,12.539408866995075,2,0.1710135135135135,40.72286486486487
2014-06-20,412,369,2014-06-20,81,1552,Joe Rogan Experience #514 - Duke Roufus,199810,19.160493827160494,1,0.16601910828025473,38.55805732484076
2014-06-27,413,445,2014-06-27,114,1443,Joe Rogan Experience #515 - Ari Shaffir,201175,12.657894736842104,2,0.13860962566844914,46.14641711229946
2014-06-27,414,115,2014-06-27,33,694,Joe Rogan Experience #515 - Ari Shaffir (Part 2),74934,21.03030303030303,2,0.13518867924528308,46.62962264150945
2014-06-27,415,310,2014-06-27,56,867,"Joe Rogan Experience #516 - Lewis, from Unbox Therapy",83417,15.482142857142858,0,0.17991836734693878,46.68281632653061
2014-07-01,416,467,2014-07-01,74,884,"Joe Rogan Experience #517 - Crash, from Float Lab",130572,11.945945945945946,0,0.14164037854889588,53.789779179810736
2014-07-01,417,97,2014-07-01,8,292,"Joe Rogan Experience #517 - Crash, from Float Lab (Part 2)",31131,36.5,0,0.07749999999999999,49.50500000000001
2014-07-02,418,194,2014-07-02,45,473,Joe Rogan Experience #518 - Matt Fulchiron,80355,10.511111111111111,0,0.11421875,42.80124999999998
2014-07-08,419,1217,2014-07-08,199,4033,Joe Rogan Experience #519 - Gad Saad,321561,20.266331658291456,3,0.19064441887226685,57.47120828538553
2014-07-08,420,417,2014-07-08,80,588,Joe Rogan Experience #520 - David Seaman,79633,7.35,1,0.12806666666666663,49.24460000000001
2014-07-16,421,190,2014-07-16,54,568,"Joe Rogan Experience #521 - Lewis, from Unbox Therapy",61378,10.518518518518519,0,0.19055555555555562,44.21177777777778
2014-07-17,422,781,2014-07-17,511,936,Joe Rogan Experience #522 - CJ Werleman,104596,1.831702544031311,0,0.1076294820717131,71.44428286852586
2014-07-18,423,718,2014-07-18,128,1807,Joe Rogan Experience #523 - Jim Norton,222335,14.1171875,2,0.12976495726495735,55.21626068376071
2014-07-22,424,1732,2014-07-22,287,10510,Joe Rogan Experience #524 - Rickson Gracie & Eddie Bravo,1065926,36.62020905923345,1,0.19571428571428595,41.2585134155185
2014-07-22,425,332,2014-07-22,87,1260,Joe Rogan Experience #525 - Bert Kreischer,175768,14.482758620689655,2,0.15087412587412588,45.78982517482521
2014-07-23,426,669,2014-07-23,100,1884,Joe Rogan Experience #526 - Isaac Haxton,219975,18.84,0,0.17448096885813155,45.36416955017297
2014-07-30,427,1033,2014-07-30,196,3963,Joe Rogan Experience #527 - Ms. Pat,311534,20.21938775510204,2,0.20473995271867587,47.18604018912524
2014-07-31,428,5023,2014-07-31,824,25747,"Joe Rogan Experience #528 - Michael Stevens, from VSauce",1555942,31.24635922330097,2,0.17871639430680003,44.32887717448602
2014-08-03,429,3123,2014-08-03,888,5350,Joe Rogan Experience #529 - Abby Martin,507532,6.024774774774775,0,0.1326982591876211,60.601571566731145
2014-08-04,430,473,2014-08-04,283,528,"Joe Rogan Experience #530 - Vince & Emily Horn, from Buddhist Geeks",64961,1.8657243816254416,0,0.15216836734693878,59.23844387755099
2014-08-06,431,307,2014-08-06,48,558,Joe Rogan Experience #531 - Nick Youssef,80153,11.625,0,0.15267175572519084,46.4770610687023
2014-08-07,432,618,2014-08-07,111,1407,Joe Rogan Experience #532 - Shooter Jennings,181646,12.675675675675675,0,0.18391203703703707,46.056296296296296
2014-08-11,433,965,2014-08-11,322,4622,Joe Rogan Experience #533 - Chris D'Elia,646134,14.354037267080745,2,0.1749826589595377,38.41358381502889
2014-08-14,434,510,2014-08-14,69,1443,Joe Rogan Experience #534 - Robin Black,156604,20.91304347826087,1,0.19345013477088951,44.704609164420454
2014-08-14,435,534,2014-08-14,79,1178,Joe Rogan Experience #535 - Scroobius Pip,144907,14.91139240506329,0,0.1767948717948719,43.812051282051286
2014-08-18,436,578,2014-08-18,194,804,Joe Rogan Experience #536 - Joe Quirk,100191,4.144329896907217,0,0.18379668049792539,61.394149377593365
2014-08-22,437,221,2014-08-22,56,554,Joe Rogan Experience #537 - Rich Vos,81548,9.892857142857142,2,0.1644221105527638,43.747939698492445
2014-08-21,438,2587,2014-08-21,683,2704,Joe Rogan Experience #538 - Stefan Molyneux,203827,3.95900439238653,0,0.10606410256410265,65.53057051282053
2014-08-25,439,725,2014-08-25,262,1507,Joe Rogan Experience #539 - Cara Santa Maria,157992,5.751908396946565,0,0.1469636363636363,56.60021818181821
2014-08-27,440,366,2014-08-27,165,2157,Joe Rogan Experience #540 - Steven Rinella,306690,13.072727272727272,0,0.1728228228228229,43.014414414414425
2014-08-27,441,1031,2014-08-27,439,1462,Joe Rogan Experience #541 - Mike Baker,199040,3.3302961275626424,0,0.12569544364508395,55.300755395683375
2014-08-29,442,327,2014-08-29,69,1096,Joe Rogan Experience #542 - Greg Fitzsimmons,139558,15.884057971014492,2,0.16442105263157894,39.221052631578985
2014-09-03,443,2343,2014-09-03,446,6672,Joe Rogan Experience #543 - Sam Harris,695304,14.959641255605382,3,0.18345875542691742,66.7969536903038
2014-09-04,444,202,2014-09-04,40,572,Joe Rogan Experience #544 - Dom Irrera,81497,14.3,2,0.17252941176470585,39.89352941176474
2014-09-04,445,518,2014-09-04,100,1019,Joe Rogan Experience #545 - Tony Hinchcliffe,148426,10.19,2,0.17118518518518513,48.14175308641974
2014-09-09,446,606,2014-09-09,170,1871,Joe Rogan Experience #546 - Mike Dolce,285325,11.005882352941176,1,0.1379209979209977,51.61567567567577
2014-09-10,447,662,2014-09-10,569,646,Joe Rogan Experience #547 - Joe DeRosa,79317,1.1353251318101933,2,0.09899280575539571,54.29568345323741
2014-09-11,448,378,2014-09-11,120,399,Joe Rogan Experience #548 - Tim Burnett,79883,3.325,2,0.14436440677966095,53.90406779661017
2014-09-16,449,342,2014-09-16,72,943,Joe Rogan Experience #549 - Big Jay Oakerson,133798,13.097222222222221,2,0.12565693430656943,52.454087591240885
2014-09-17,450,1413,2014-09-17,265,3648,Joe Rogan Experience #550 - Rupert Sheldrake,285251,13.766037735849057,3,0.17624458874458845,62.19606060606063
2014-09-19,451,1860,2014-09-19,513,8766,Joe Rogan Experience #551 - Graham Hancock,883779,17.087719298245613,0,0.19366495507060327,49.077336328626394
2014-09-23,452,2685,2014-09-23,534,18575,Joe Rogan Experience #552 - Kid Cudi,1367390,34.78464419475655,0,0.1885813837730211,37.866316575410586
2014-09-24,453,802,2014-09-24,235,1687,Joe Rogan Experience #553 - Thaddeus Russell,157822,7.178723404255319,0,0.16358044164037855,64.13752365930598
2014-09-25,454,467,2014-09-25,168,852,Joe Rogan Experience #554 - W. Kamau Bell,112076,5.071428571428571,2,0.15809523809523804,58.331011904761866
2014-09-29,455,344,2014-09-29,31,700,Joe Rogan Experience #555 - Rory Albanese,88062,22.580645161290324,2,0.15389830508474567,52.27830508474579
2014-10-01,456,565,2014-10-01,121,1368,Joe Rogan Experience #556 - Bryan Callen,229438,11.305785123966942,2,0.1405665024630541,48.25423645320201
2014-10-08,457,758,2014-10-08,127,1329,Joe Rogan Experience #557 - Bryan Callen,194442,10.464566929133857,2,0.13419354838709688,55.13935483870967
2014-10-10,458,308,2014-10-10,99,823,Joe Rogan Experience #558 - Honey Honey,84196,8.313131313131313,0,0.20664150943396234,40.43237735849057
2014-10-10,459,260,2014-10-10,43,755,Joe Rogan Experience #559 - Keith Weber,89880,17.558139534883722,1,0.15074074074074073,53.09425925925925
2014-10-13,460,1189,2014-10-13,304,3623,Joe Rogan Experience #560 - Anthony Cumia,412374,11.917763157894736,2,0.14496575342465742,47.798926940639255
2014-10-14,461,611,2014-10-14,104,1524,Joe Rogan Experience #561 - Bruce Damer,176417,14.653846153846153,0,0.18901467505241107,63.19480083857443
2014-10-15,462,3242,2014-10-15,533,5353,Joe Rogan Experience #562 - Paul Stanley,567314,10.043151969981238,0,0.18690243902439016,64.25683333333343
2014-10-17,463,918,2014-10-17,171,3855,Joe Rogan Experience #563 - David Choe,385084,22.54385964912281,0,0.18675358539765322,46.13704041720994
2014-10-21,464,628,2014-10-21,124,1959,Joe Rogan Experience #564 - Sturgill Simpson,280936,15.798387096774194,0,0.20387159533073945,56.94589494163425
2014-10-23,465,320,2014-10-23,100,1390,Joe Rogan Experience #565 - Trevor Valle,134634,13.9,0,0.16972868217054257,53.60379844961245
2014-10-23,466,1365,2014-10-23,183,4876,Joe Rogan Experience #566 - Sue Aikens,358752,26.6448087431694,0,0.1838127659574469,51.17520851063828
2014-10-24,467,562,2014-10-24,148,1536,Joe Rogan Experience #567 - Cameron Hanes,201942,10.378378378378379,0,0.15310924369747894,62.61235294117643
2014-10-28,468,818,2014-10-28,123,3213,Joe Rogan Experience #568 - Dr. Rhonda Patrick,332775,26.121951219512194,3,0.21328402366863916,53.57467455621299
2014-10-29,469,700,2014-10-29,134,1869,Joe Rogan Experience #569 - Joe Perry,246797,13.947761194029852,0,0.1764653641207816,44.75996447602129
2014-10-30,470,182,2014-10-30,61,562,Joe Rogan Experience #570 - Ryan Parsons,102282,9.21311475409836,0,0.16398809523809527,38.333095238095225
2014-11-11,471,307,2014-11-11,90,722,Joe Rogan Experience #571 - Josh Zepps,79341,8.022222222222222,0,0.12625984251968503,56.99181102362203
2014-11-11,472,184,2014-11-11,24,430,Joe Rogan Experience #572 - Dom Irrera,60886,17.916666666666668,2,0.17385185185185187,42.75037037037036
2014-11-12,473,467,2014-11-12,42,835,Joe Rogan Experience #573 - Daniele Bolelli,79933,19.88095238095238,1,0.1765202702702702,58.01949324324325
2014-11-13,474,251,2014-11-13,49,1024,"Joe Rogan Experience #574 - Dr. Mark Gordon, Matthew Gosney & Jason Hall",114390,20.897959183673468,0,0.15859728506787335,60.16610859728505
2014-11-14,475,283,2014-11-14,47,614,Joe Rogan Experience #575 - Matt Fulchiron,86051,13.063829787234043,0,0.15898734177215196,54.619409282700424
2014-11-18,476,661,2014-11-18,195,2172,Joe Rogan Experience #576 - Jim Shockey,303928,11.138461538461538,0,0.1796390658174099,63.37585987261145
2014-11-19,477,1486,2014-11-19,305,4790,Joe Rogan Experience #577 - Duncan Trussell,502890,15.704918032786885,2,0.18898642533936624,45.64774660633478
2014-11-22,478,330,2014-11-22,73,483,Joe Rogan Experience #578 - Peter McGraw,94380,6.616438356164384,3,0.15337209302325583,58.46189922480617
2014-11-26,479,1164,2014-11-26,155,4237,Joe Rogan Experience #579 - Rory MacDonald,518113,27.335483870967742,1,0.16884916201117345,42.566212290502754
2014-11-27,480,481,2014-11-27,120,900,"Joe Rogan Experience #580 - Lewis, from Unbox Therapy",100687,7.5,0,0.15297577854671288,61.104013840830454
2014-12-02,481,762,2014-12-02,58,1545,Joe Rogan Experience #581 - Andreas Antonopoulos,142799,26.637931034482758,3,0.19054054054054056,52.040852390852386
2014-12-03,482,442,2014-12-03,119,656,Joe Rogan Experience #582 - David Seaman,102073,5.512605042016807,1,0.1237078651685394,53.44191011235955
2014-12-04,483,2042,2014-12-04,634,10513,Joe Rogan Experience #583 - Bill Burr,1539566,16.582018927444796,2,0.16672805402087185,43.2958809085328
2014-12-09,484,756,2014-12-09,176,1547,Joe Rogan Experience #584 - Zoltan Istvan,172950,8.789772727272727,0,0.1617241379310345,64.34750410509028
2014-12-10,485,278,2014-12-10,47,533,Joe Rogan Experience #585 - John Heffron,103098,11.340425531914894,2,0.14484536082474234,55.19278350515466
2014-12-12,486,300,2014-12-12,97,726,"Joe Rogan Experience #586 - Kill Tony Cast - Tony Hinchcliffe, Sara Weinshenk & Kimberly Congdon",125717,7.484536082474227,2,0.13681992337164744,44.3805363984674
2014-12-18,487,718,2014-12-18,77,1191,Joe Rogan Experience #587 - Ron Finley,82956,15.467532467532468,0,0.17881927710843373,56.808698795180725
2014-12-19,488,880,2014-12-19,200,4430,Joe Rogan Experience #588 - Philip DeFranco,262342,22.15,0,0.16117154811715478,50.07291492329149
2014-12-19,489,1036,2014-12-19,121,6741,Joe Rogan Experience #589 - Chris Harris,448964,55.710743801652896,1,0.22097142857142857,42.27625142857142
2014-12-20,490,2980,2014-12-20,3439,4281,Joe Rogan Experience #590 - Ana Kasparian,464412,1.2448386158767084,3,0.1044426494345721,53.87454496499721
2014-12-23,491,605,2014-12-23,123,1354,Joe Rogan Experience #591 - Kevin Pereira,162455,11.008130081300813,0,0.1312354312354311,54.67529137529145
2014-12-24,492,550,2014-12-24,117,2036,Joe Rogan Experience #592 - Bert Kreischer,247240,17.4017094017094,2,0.1782900432900433,42.982748917748914
2014-12-30,493,642,2014-12-30,234,745,Joe Rogan Experience #593 - Josh Fox,78152,3.1837606837606836,0,0.11216624685138538,66.18380352644836
2014-12-31,494,589,2014-12-31,95,1757,Joe Rogan Experience #594 - Russell Peters,276110,18.49473684210526,2,0.1588636363636364,41.925227272727255
2015-01-07,495,720,2015-01-07,128,1873,Joe Rogan Experience #595 - Nick DiPaolo,215020,14.6328125,2,0.1719750519750518,48.85723492723494
2015-01-08,496,1556,2015-01-08,154,3441,Joe Rogan Experience #596 - Brian Stann,352106,22.344155844155843,1,0.19929092805005216,46.27157455682995
2015-01-11,497,472,2015-01-11,296,1064,Joe Rogan Experience #597 - Magnus Walker & Alex Ross,107617,3.5945945945945947,0,0.19217983651226148,46.856430517711146
2015-01-13,498,1412,2015-01-13,531,7187,"Joe Rogan Experience #598 - Joey ""CoCo"" Diaz",1095837,13.534839924670433,2,0.16809355692850836,39.35684907325682
2015-01-14,499,1527,2015-01-14,243,4253,Joe Rogan Experience #599 - Shane Smith,408507,17.502057613168724,0,0.18193903471634204,50.706477561388645
2015-01-14,500,815,2015-01-14,133,1968,Joe Rogan Experience #600 - Ari Shaffir,230999,14.796992481203008,2,0.16850799289520424,37.21532859680285
2015-01-15,501,1042,2015-01-15,196,1662,Joe Rogan Experience #601 - Katy Bowman,199537,8.479591836734693,0,0.17487179487179494,63.71367071524965
2015-01-21,502,2141,2015-01-21,698,7415,Joe Rogan Experience #602 - Ari Shaffir & Duncan Trussell,920891,10.62320916905444,2,0.15860041987403747,48.44440867739671
2015-01-27,503,548,2015-01-27,46,1235,Joe Rogan Experience #603 - Justin Wren,117362,26.847826086956523,1,0.17057692307692313,53.73203846153847
2015-01-27,504,663,2015-01-27,115,2524,Joe Rogan Experience #604 - Eddie Huang & Randall Park,271323,21.94782608695652,2,0.16639658848614064,46.52326226012797
2015-01-29,505,542,2015-01-29,43,768,Joe Rogan Experience #605 - Barry Rothbart,108815,17.86046511627907,2,0.10473354231974918,51.59495297805642
2015-02-03,506,5319,2015-02-03,1584,26210,Joe Rogan Experience #606 - Randall Carlson,2834270,16.546717171717173,0,0.1904828462515892,54.10313850063545
2015-02-04,507,616,2015-02-04,88,1670,Joe Rogan Experience #607 - Joe Schilling,220049,18.977272727272727,1,0.1370100502512563,46.238090452261275
2015-02-05,508,875,2015-02-05,285,2065,Joe Rogan Experience #608 - Ali Rizvi,182624,7.245614035087719,0,0.12504173622704495,67.8820200333889
2015-02-05,509,335,2015-02-05,46,1026,Joe Rogan Experience #609 - Tom Papa,133761,22.304347826086957,2,0.20186770428015546,46.730661478599245
2015-02-10,510,5632,2015-02-10,1276,23204,Joe Rogan Experience #610 - Brian Cox,2368600,18.184952978056426,0,0.19699947726084702,51.54467067433354
2015-02-11,511,544,2015-02-11,72,1382,Joe Rogan Experience #611 - Josh McDermitt,167894,19.194444444444443,2,0.16088435374149654,47.04732426303851
2015-02-12,512,1033,2015-02-12,438,1662,Joe Rogan Experience #612 - Billy Corben,178374,3.7945205479452055,0,0.14294252873563212,56.945356321838986
